sbj_schedule_code,sbj_code,sbj_description,sbj_unit,sbj_year,sbj_section,sbj_course,sbj_sem,sbj_sy
5878,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSBA-EM,2ND,2015-2016
5877,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,B,BSBA-EM,2ND,2015-2016
5876,MTH 224,BUSINESS STATISTICS,3,1ST,B,BSBA-EM,2ND,2015-2016
5875,ENG 002,WRITING DISCIPLINE,3,1ST,B,BSBA-EM,2ND,2015-2016
5874,,,,,,,,
5873,NSTP 002,CIVIC WELFARE TRAINING SERVICE 2,3,1ST,A,BSBA-EM,2ND,2015-2016
5872,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSBA-EM,2ND,2015-2016
5871,ENTR 123,"BUSINESS OPPORTUNITIES 1(TRADING,MANUFACTURING/PROCESSING)",3,1ST,A,BSBA-EM,2ND,2015-2016
5870,ENTR 122,CUSTOMER RELATION MANAGEMENT,3,1ST,A,BSBA-EM,2ND,2015-2016
5869,MKT 111,PRINCIPLES OF MARKETING,3,1ST,A,BSBA-EM,2ND,2015-2016
5868,MGT 223,HUMAN RESOURCE MANAGEMENT,3,1ST,A,BSBA-EM,2ND,2015-2016
5867,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSBA-EM,2ND,2015-2016
5866,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,BSBA-EM,2ND,2015-2016
5865,MTH 224,BUSINESS STATISTICS,3,1ST,A,BSBA-EM,2ND,2015-2016
5864,ENG 002,WRITING DISCIPLINE,3,1ST,A,BSBA-EM,2ND,2015-2016
5863,,,,,,,,
5862,PE 004,TEAM SPORTS,2,2ND,C,BSAT,2ND,2015-2016
5861,ACC 224,FINANCIAL ACCOUNTING PART 2,6,2ND,C,BSAT,2ND,2015-2016
5860,MGT 223,HUMAN RESOURCE MANAGEMENT,3,2ND,C,BSAT,2ND,2015-2016
5859,BS 101,BEHAVIORAL SCIENCE APPLIED IN BUSINESS,3,2ND,C,BSAT,2ND,2015-2016
5858,COM 213,COMPUTERIZED PRACTISE SET-MERCHANDISING,3,2ND,C,BSAT,2ND,2015-2016
5857,MAN 002,"RIZAL'S LIFE,WORKS AND WRITINGS",3,2ND,C,BSAT,2ND,2015-2016
5856,MTH 214,MATHEMATICS OF INVESTMENTS,3,2ND,C,BSAT,2ND,2015-2016
5855,ENG 004,BCTRW,3,2ND,C,BSAT,2ND,2015-2016
5854,,,,,,,,
5853,PE 004,TEAM SPORTS,2,2ND,B,BSAT,2ND,2015-2016
5852,ACC 224,FINANCIAL ACCOUNTING PART 2,6,2ND,B,BSAT,2ND,2015-2016
5851,MGT 223,HUMAN RESOURCE MANAGEMENT,3,2ND,B,BSAT,2ND,2015-2016
5850,BS 101,BEHAVIORAL SCIENCE APPLIED IN BUSINESS,3,2ND,B,BSAT,2ND,2015-2016
5849,COM 213,COMPUTERIZED PRACTISE SET-MERCHANDISING,3,2ND,B,BSAT,2ND,2015-2016
5848,MAN 002,"RIZAL'S LIFE,WORKS AND WRITINGS",3,2ND,B,BSAT,2ND,2015-2016
5847,MTH 214,MATHEMATICS OF INVESTMENTS,3,2ND,B,BSAT,2ND,2015-2016
5846,ENG 004,BCTRW,3,2ND,B,BSAT,2ND,2015-2016
5845,,,,,,,,
5844,PE 004,TEAM SPORTS,2,2ND,A,BSAT,2ND,2015-2016
5843,ACC 224,FINANCIAL ACCOUNTING PART 2,6,2ND,A,BSAT,2ND,2015-2016
5842,MGT 223,HUMAN RESOURCE MANAGEMENT,3,2ND,A,BSAT,2ND,2015-2016
5841,BS 101,BEHAVIORAL SCIENCE APPLIED IN BUSINESS,3,2ND,A,BSAT,2ND,2015-2016
5840,COM 213,COMPUTERIZED PRACTISE SET-MERCHANDISING,3,2ND,A,BSAT,2ND,2015-2016
5839,MAN 002,"RIZAL'S LIFE,WORKS AND WRITINGS",3,2ND,A,BSAT,2ND,2015-2016
5838,MTH 214,MATHEMATICS OF INVESTMENTS,3,2ND,A,BSAT,2ND,2015-2016
5837,ENG 004,BCTRW,3,2ND,A,BSAT,2ND,2015-2016
5836,,,,,,,,
5835,PE 002,RHYTHMIC ACTIVITIES,2,1ST,C,BSAT,2ND,2015-2016
5834,NSTP 2,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,C,BSAT,2ND,2015-2016
5833,ACC 122,PRINCIPLES OF ACCOUNTING 2 (PARTNERSHIP AND CORPORATION),6,1ST,C,BSAT,2ND,2015-2016
5832,PHI 001,LOGIC AND ETHICS,3,1ST,C,BSAT,2ND,2015-2016
5831,NSC 002,BIOLOGICAL SCIENCE,3,1ST,C,BSAT,2ND,2015-2016
5830,SSC 002,POLITICS AND GOVERNANCE(W/PGNC),3,1ST,C,BSAT,2ND,2015-2016
5829,MTH 111,COLLEGE ALGEBRA,3,1ST,C,BSAT,2ND,2015-2016
5828,FIL 122,PAGBASA AT PAGSULAT SA IBA'T-IBANG DISIPLINA,3,1ST,C,BSAT,2ND,2015-2016
5827,ENG 002,WRITING DISCIPLINE,3,1ST,C,BSAT,2ND,2015-2016
5826,,,,,,,,
5825,PE 002,RHYTHMIC ACTIVITIES,2,1ST,B,BSAT,2ND,2015-2016
5824,NSTP 2,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,B,BSAT,2ND,2015-2016
5823,ACC 122,PRINCIPLES OF ACCOUNTING 2 (PARTNERSHIP AND CORPORATION),6,1ST,B,BSAT,2ND,2015-2016
5822,PHI 001,LOGIC AND ETHICS,3,1ST,B,BSAT,2ND,2015-2016
5821,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSAT,2ND,2015-2016
5820,SSC 002,POLITICS AND GOVERNANCE(W/PGNC),3,1ST,B,BSAT,2ND,2015-2016
5819,MTH 111,COLLEGE ALGEBRA,3,1ST,B,BSAT,2ND,2015-2016
5818,FIL 122,PAGBASA AT PAGSULAT SA IBA'T-IBANG DISIPLINA,3,1ST,B,BSAT,2ND,2015-2016
5817,ENG 002,WRITING DISCIPLINE,3,1ST,B,BSAT,2ND,2015-2016
5816,,,,,,,,
5815,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSAT,2ND,2015-2016
5814,NSTP 2,CIVIC WELFARE TRAINING SERVICES 2,3,1ST,A,BSAT,2ND,2015-2016
5813,ACC 122,PRINCIPLES OF ACCOUNTING 2 (PARTNERSHIP AND CORPORATION),6,1ST,A,BSAT,2ND,2015-2016
5812,PHI 001,LOGIC AND ETHICS,3,1ST,A,BSAT,2ND,2015-2016
5811,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSAT,2ND,2015-2016
5810,SSC 002,POLITICS AND GOVERNANCE(W/PGNC),3,1ST,A,BSAT,2ND,2015-2016
5809,MTH 111,COLLEGE ALGEBRA,3,1ST,A,BSAT,2ND,2015-2016
5808,FIL 122,PAGBASA AT PAGSULAT SA IBA'T-IBANG DISIPLINA,3,1ST,A,BSAT,2ND,2015-2016
5807,ENG 002,WRITING DISCIPLINE,3,1ST,A,BSAT,2ND,2015-2016
5806,,,,,,,,
5805,THESIS 2,THESIS WRITING 2,3,4TH,D,BSBA-HRDM,2ND,2015-2016
5804,HRDM 409,SRP 2(WORK INTEGRATED LEARNING),3,4TH,D,BSBA-HRDM,2ND,2015-2016
5803,HRDM 408,ORGANIZATION DEVELOPMENT,3,4TH,D,BSBA-HRDM,2ND,2015-2016
5802,HRDM 407,STRATEGIC HUMAN RESOURCE MANAGEMENT,3,4TH,D,BSBA-HRDM,2ND,2015-2016
5801,HRDM 406,GLOBAL AND INTERNATIONAL TRADE,3,4TH,D,BSBA-HRDM,2ND,2015-2016
5800,ACC 424,FINANCIAL MANAGEMENT,3,4TH,D,BSBA-HRDM,2ND,2015-2016
5799,COA 123,ELECTRONIC SPREADSHEET,3,4TH,D,BSBA-HRDM,2ND,2015-2016
5798,,,,,,,,
5797,THESIS 2,THESIS WRITING 2,3,4TH,C,BSBA-HRDM,2ND,2015-2016
5796,HRDM 409,SRP 2(WORK INTEGRATED LEARNING),3,4TH,C,BSBA-HRDM,2ND,2015-2016
5795,HRDM 408,ORGANIZATION DEVELOPMENT,3,4TH,C,BSBA-HRDM,2ND,2015-2016
5794,HRDM 407,STRATEGIC HUMAN RESOURCE MANAGEMENT,3,4TH,C,BSBA-HRDM,2ND,2015-2016
5793,HRDM 406,GLOBAL AND INTERNATIONAL TRADE,3,4TH,C,BSBA-HRDM,2ND,2015-2016
5792,ACC 424,FINANCIAL MANAGEMENT,3,4TH,C,BSBA-HRDM,2ND,2015-2016
5791,COA 123,ELECTRONIC SPREADSHEET,3,4TH,C,BSBA-HRDM,2ND,2015-2016
5790,,,,,,,,
5789,THESIS 2,THESIS WRITING 2,3,4TH,B,BSBA-HRDM,2ND,2015-2016
5788,HRDM 409,SRP 2(WORK INTEGRATED LEARNING),3,4TH,B,BSBA-HRDM,2ND,2015-2016
5787,HRDM 408,ORGANIZATION DEVELOPMENT,3,4TH,B,BSBA-HRDM,2ND,2015-2016
5786,HRDM 407,STRATEGIC HUMAN RESOURCE MANAGEMENT,3,4TH,B,BSBA-HRDM,2ND,2015-2016
5785,HRDM 406,GLOBAL AND INTERNATIONAL TRADE,3,4TH,B,BSBA-HRDM,2ND,2015-2016
5784,ACC 424,FINANCIAL MANAGEMENT,3,4TH,B,BSBA-HRDM,2ND,2015-2016
5783,COA 123,ELECTRONIC SPREADSHEET,3,4TH,B,BSBA-HRDM,2ND,2015-2016
5782,,,,,,,,
5781,THESIS 2,THESIS WRITING 2,3,4TH,A,BSBA-HRDM,2ND,2015-2016
5780,HRDM 409,SRP 2(WORK INTEGRATED LEARNING),3,4TH,A,BSBA-HRDM,2ND,2015-2016
5779,HRDM 408,ORGANIZATION DEVELOPMENT,3,4TH,A,BSBA-HRDM,2ND,2015-2016
5778,HRDM 407,STRATEGIC HUMAN RESOURCE MANAGEMENT,3,4TH,A,BSBA-HRDM,2ND,2015-2016
5777,HRDM 406,GLOBAL AND INTERNATIONAL TRADE,3,4TH,A,BSBA-HRDM,2ND,2015-2016
5776,ACC 424,FINANCIAL MANAGEMENT,3,4TH,A,BSBA-HRDM,2ND,2015-2016
5775,COA 123,ELECTRONIC SPREADSHEET,3,4TH,A,BSBA-HRDM,2ND,2015-2016
5774,,,,,,,,
5773,RES 001,METHODS OF RESEARCH,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5772,HRDM 306,LOGISTICS MANAGEMENT,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5771,HRDM 305,PRODUCTION AND OPERATION MANAGEMENT,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5770,HRDM 304,ENTREPRENEURAL MANAGEMENT,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5769,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,C,BSBA-HRDM,2ND,2015-2016
5768,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5767,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5766,LIT 001,INTRODUCTION TO LITERATURE,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5765,PHI 003,PHILOSOPHY OF MAN,3,3RD,C,BSBA-HRDM,2ND,2015-2016
5764,,,,,,,,
5763,RES 001,METHODS OF RESEARCH,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5762,HRDM 306,LOGISTICS MANAGEMENT,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5761,HRDM 305,PRODUCTION AND OPERATION MANAGEMENT,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5760,HRDM 304,ENTREPRENEURAL MANAGEMENT,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5759,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,B,BSBA-HRDM,2ND,2015-2016
5758,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5757,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5756,LIT 001,INTRODUCTION TO LITERATURE,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5755,PHI 003,PHILOSOPHY OF MAN,3,3RD,B,BSBA-HRDM,2ND,2015-2016
5754,,,,,,,,
5753,RES 001,METHODS OF RESEARCH,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5752,HRDM 306,LOGISTICS MANAGEMENT,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5751,HRDM 305,PRODUCTION AND OPERATION MANAGEMENT,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5750,HRDM 304,ENTREPRENEURAL MANAGEMENT,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5749,MAN 002,"RIZAL'S LIFE,WORK AND WRITINGS",3,3RD,A,BSBA-HRDM,2ND,2015-2016
5748,TAX 002,TRANSFER AND BUSINESS TAX,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5747,LAW 002,LAW ON PARTNERSHIP AND CORPORATION,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5746,LIT 001,INTRODUCTION TO LITERATURE,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5745,PHI 003,PHILOSOPHY OF MAN,3,3RD,A,BSBA-HRDM,2ND,2015-2016
5744,,,,,,,,
5743,PE 004,TEAM SPORTS,2,2ND,A,BSBA-HRDM,2ND,2015-2016
5742,HRDM 202,TRAINING & DEVELOPMENT,3,2ND,A,BSBA-HRDM,2ND,2015-2016
5741,HRDM 201,RECRUITMENT AND SELECTION,3,2ND,A,BSBA-HRDM,2ND,2015-2016
5740,MGT 213,HUMAN BEHAVIOR IN ORGANIZATION,3,2ND,A,BSBA-HRDM,2ND,2015-2016
5739,ACC 212,PRINCIPLES OF ACCOUNTING 2(PARTNERSHIP AND CORPORATION),6,2ND,A,BSBA-HRDM,2ND,2015-2016
5738,SSC 004,SOCIOLOGY AND ANTROPOLOGY,3,2ND,A,BSBA-HRDM,2ND,2015-2016
5737,MTH 224,STATISTICS,3,2ND,A,BSBA-HRDM,2ND,2015-2016
5736,ENG 004,BCTRW,3,2ND,A,BSBA-HRDM,2ND,2015-2016
5735,,,,,,,,
5734,PE 002,RHYTHMIC ACTIVITIES,2,1ST,B,BSBA-HRDM,2ND,2015-2016
5733,NSTP 2,CWTS,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5732,MKT 111,PRINCIPLES OF MARKETING,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5731,PHI 002,ETHICS,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5730,NSC 002,BIOLOGICAL SCIENCE,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5729,SSC 002,PGNC,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5728,MTH 121,COLLEGE ALGEBRA,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5727,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5726,ENG 002,WRITING DISCIPLINE,3,1ST,B,BSBA-HRDM,2ND,2015-2016
5725,,,,,,,,
5724,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSBA-HRDM,2ND,2015-2016
5723,NSTP 2,CWTS,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5722,MKT 111,PRINCIPLES OF MARKETING,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5721,PHI 002,ETHICS,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5720,NSC 002,BIOLOGICAL SCIENCE,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5719,SSC 002,PGNC,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5718,MTH 121,COLLEGE ALGEBRA,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5717,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5716,ENG 002,WRITING DISCIPLINE,3,1ST,A,BSBA-HRDM,2ND,2015-2016
5715,,,,,,,,
5714,FMT 417,SRP 2(FEASIBILITY STUDY),3,4TH,E,BSBA-FMGT,2ND,2015-2016
5713,FMT 416,STRATEGIC FINANCIAL MANAGEMENT,3,4TH,E,BSBA-FMGT,2ND,2015-2016
5712,FMT 415,FINANCIAL MARKETING,3,4TH,E,BSBA-FMGT,2ND,2015-2016
5711,FMT 414,INTERNATIONAL FINANCE,3,4TH,E,BSBA-FMGT,2ND,2015-2016
5710,MGT 114,MANAGEMENT INFORMATION SYSTEM,3,4TH,E,BSBA-FMGT,2ND,2015-2016
5709,LAW 003,NEGOTIABLE INSTRUMENT,3,4TH,E,BSBA-FMGT,2ND,2015-2016
5708,,,,,,,,
5707,FMT 417,SRP 2(FEASIBILITY STUDY),3,4TH,D,BSBA-FMGT,2ND,2015-2016
5706,FMT 416,STRATEGIC FINANCIAL MANAGEMENT,3,4TH,D,BSBA-FMGT,2ND,2015-2016
5705,FMT 415,FINANCIAL MARKETING,3,4TH,D,BSBA-FMGT,2ND,2015-2016
5704,FMT 414,INTERNATIONAL FINANCE,3,4TH,D,BSBA-FMGT,2ND,2015-2016
5703,MGT 114,MANAGEMENT INFORMATION SYSTEM,3,4TH,D,BSBA-FMGT,2ND,2015-2016
5702,LAW 003,NEGOTIABLE INSTRUMENT,3,4TH,D,BSBA-FMGT,2ND,2015-2016
5701,,,,,,,,
5700,FMT 417,SRP 2(FEASIBILITY STUDY),3,4TH,C,BSBA-FMGT,2ND,2015-2016
5699,FMT 416,STRATEGIC FINANCIAL MANAGEMENT,3,4TH,C,BSBA-FMGT,2ND,2015-2016
5698,FMT 415,FINANCIAL MARKETING,3,4TH,C,BSBA-FMGT,2ND,2015-2016
5697,FMT 414,INTERNATIONAL FINANCE,3,4TH,C,BSBA-FMGT,2ND,2015-2016
5696,MGT 114,MANAGEMENT INFORMATION SYSTEM,3,4TH,C,BSBA-FMGT,2ND,2015-2016
5695,LAW 003,NEGOTIABLE INSTRUMENT,3,4TH,C,BSBA-FMGT,2ND,2015-2016
5694,,,,,,,,
5693,FMT 417,SRP 2(FEASIBILITY STUDY),3,4TH,B,BSBA-FMGT,2ND,2015-2016
5692,FMT 416,STRATEGIC FINANCIAL MANAGEMENT,3,4TH,B,BSBA-FMGT,2ND,2015-2016
5691,FMT 415,FINANCIAL MARKETING,3,4TH,B,BSBA-FMGT,2ND,2015-2016
5690,FMT 414,INTERNATIONAL FINANCE,3,4TH,B,BSBA-FMGT,2ND,2015-2016
5689,MGT 114,MANAGEMENT INFORMATION SYSTEM,3,4TH,B,BSBA-FMGT,2ND,2015-2016
5688,LAW 003,NEGOTIABLE INSTRUMENT,3,4TH,B,BSBA-FMGT,2ND,2015-2016
5687,,,,,,,,
5686,FMT 417,SRP 2(FEASIBILITY STUDY),3,4TH,A,BSBA-FMGT,2ND,2015-2016
5685,FMT 416,STRATEGIC FINANCIAL MANAGEMENT,3,4TH,A,BSBA-FMGT,2ND,2015-2016
5684,FMT 415,FINANCIAL MARKETING,3,4TH,A,BSBA-FMGT,2ND,2015-2016
5683,FMT 414,INTERNATIONAL FINANCE,3,4TH,A,BSBA-FMGT,2ND,2015-2016
5682,MGT 114,MANAGEMENT INFORMATION SYSTEM,3,4TH,A,BSBA-FMGT,2ND,2015-2016
5681,LAW 003,NEGOTIABLE INSTRUMENT,3,4TH,A,BSBA-FMGT,2ND,2015-2016
5680,,,,,,,,
5679,FMT 308,PUBLIC FINANCE,3,3RD,D,BSBA-FMGT,2ND,2015-2016
5678,FMT 307,MANAGERIAL FINANCE,3,3RD,D,BSBA-FMGT,2ND,2015-2016
5677,FMT 306,INVESTMENT PRINCIPLES & PORTFOLIO MANAGEMENT,3,3RD,D,BSBA-FMGT,2ND,2015-2016
5676,BER 301,BUSINESS & ECONOMIC RESEARCH(W/ THESIS WRITING),3,3RD,D,BSBA-FMGT,2ND,2015-2016
5675,MGT 113,TOTAL QUALITY MANAGEMENT,3,3RD,D,BSBA-FMGT,2ND,2015-2016
5674,LAW 002,LAW ON BUSINESS ORGANIZATION,3,3RD,D,BSBA-FMGT,2ND,2015-2016
5673,LIT 003,WORLD LITERATURE,3,3RD,D,BSBA-FMGT,2ND,2015-2016
5672,MTH 315,MATHEMATICAL ANALYSIS IN BUSINESS,3,3RD,D,BSBA-FMGT,2ND,2015-2016
5671,,,,,,,,
5670,FMT 308,PUBLIC FINANCE,3,3RD,C,BSBA-FMGT,2ND,2015-2016
5669,FMT 307,MANAGERIAL FINANCE,3,3RD,C,BSBA-FMGT,2ND,2015-2016
5668,FMT 306,INVESTMENT PRINCIPLES & PORTFOLIO MANAGEMENT,3,3RD,C,BSBA-FMGT,2ND,2015-2016
5667,BER 301,BUSINESS & ECONOMIC RESEARCH(W/ THESIS WRITING),3,3RD,C,BSBA-FMGT,2ND,2015-2016
5666,MGT 113,TOTAL QUALITY MANAGEMENT,3,3RD,C,BSBA-FMGT,2ND,2015-2016
5665,LAW 002,LAW ON BUSINESS ORGANIZATION,3,3RD,C,BSBA-FMGT,2ND,2015-2016
5664,LIT 003,WORLD LITERATURE,3,3RD,C,BSBA-FMGT,2ND,2015-2016
5663,MTH 315,MATHEMATICAL ANALYSIS IN BUSINESS,3,3RD,C,BSBA-FMGT,2ND,2015-2016
5662,,,,,,,,
5661,FMT 308,PUBLIC FINANCE,3,3RD,B,BSBA-FMGT,2ND,2015-2016
5660,FMT 307,MANAGERIAL FINANCE,3,3RD,B,BSBA-FMGT,2ND,2015-2016
5659,FMT 306,INVESTMENT PRINCIPLES & PORTFOLIO MANAGEMENT,3,3RD,B,BSBA-FMGT,2ND,2015-2016
5658,BER 301,BUSINESS & ECONOMIC RESEARCH(W/ THESIS WRITING),3,3RD,B,BSBA-FMGT,2ND,2015-2016
5657,MGT 113,TOTAL QUALITY MANAGEMENT,3,3RD,B,BSBA-FMGT,2ND,2015-2016
5656,LAW 002,LAW ON BUSINESS ORGANIZATION,3,3RD,B,BSBA-FMGT,2ND,2015-2016
5655,LIT 003,WORLD LITERATURE,3,3RD,B,BSBA-FMGT,2ND,2015-2016
5654,MTH 315,MATHEMATICAL ANALYSIS IN BUSINESS,3,3RD,B,BSBA-FMGT,2ND,2015-2016
5653,,,,,,,,
5652,FMT 308,PUBLIC FINANCE,3,3RD,A,BSBA-FMGT,2ND,2015-2016
5651,FMT 307,MANAGERIAL FINANCE,3,3RD,A,BSBA-FMGT,2ND,2015-2016
5650,FMT 306,INVESTMENT PRINCIPLES & PORTFOLIO MANAGEMENT,3,3RD,A,BSBA-FMGT,2ND,2015-2016
5649,BER 301,BUSINESS & ECONOMIC RESEARCH(W/ THESIS WRITING),3,3RD,A,BSBA-FMGT,2ND,2015-2016
5648,MGT 113,TOTAL QUALITY MANAGEMENT,3,3RD,A,BSBA-FMGT,2ND,2015-2016
5647,LAW 002,LAW ON BUSINESS ORGANIZATION,3,3RD,A,BSBA-FMGT,2ND,2015-2016
5646,LIT 003,WORLD LITERATURE,3,3RD,A,BSBA-FMGT,2ND,2015-2016
5645,MTH 315,MATHEMATICAL ANALYSIS IN BUSINESS,3,3RD,A,BSBA-FMGT,2ND,2015-2016
5644,,,,,,,,
5643,PE 004,TEAM SPORTS,2,2ND,C,BSBA-FMGT,2ND,2015-2016
5642,ECO 002,MACRO ECONOMICS,3,2ND,C,BSBA-FMGT,2ND,2015-2016
5641,FMT 201,BANKING AND FINANCIAL INSTITUTIONS,3,2ND,C,BSBA-FMGT,2ND,2015-2016
5640,ENT 111,ENTREPRENURIALMANAGEMENT,3,2ND,C,BSBA-FMGT,2ND,2015-2016
5639,ACC 212,PRINCIPLES OF ACCOUNTING 2(PARTNERSHIP & CORPORATION),6,2ND,C,BSBA-FMGT,2ND,2015-2016
5638,PHI 001,FUNDAMENTALS OF LOGIC & ETHICS W/ VALUES EDUCATION,3,2ND,C,BSBA-FMGT,2ND,2015-2016
5637,MTH 224,STATISTICS(APPLIED IN BUSINESS),3,2ND,C,BSBA-FMGT,2ND,2015-2016
5636,ENG 004,BCTRW,3,2ND,C,BSBA-FMGT,2ND,2015-2016
5635,,,,,,,,
5634,PE 004,TEAM SPORTS,2,2ND,B,BSBA-FMGT,2ND,2015-2016
5633,ECO 002,MACRO ECONOMICS,3,2ND,B,BSBA-FMGT,2ND,2015-2016
5632,FMT 201,BANKING AND FINANCIAL INSTITUTIONS,3,2ND,B,BSBA-FMGT,2ND,2015-2016
5631,ENT 111,ENTREPRENURIALMANAGEMENT,3,2ND,B,BSBA-FMGT,2ND,2015-2016
5630,ACC 212,PRINCIPLES OF ACCOUNTING 2(PARTNERSHIP & CORPORATION),6,2ND,B,BSBA-FMGT,2ND,2015-2016
5629,PHI 001,FUNDAMENTALS OF LOGIC & ETHICS W/ VALUES EDUCATION,3,2ND,B,BSBA-FMGT,2ND,2015-2016
5628,MTH 224,STATISTICS(APPLIED IN BUSINESS),3,2ND,B,BSBA-FMGT,2ND,2015-2016
5627,ENG 004,BCTRW,3,2ND,B,BSBA-FMGT,2ND,2015-2016
5626,,,,,,,,
5625,PE 004,TEAM SPORTS,2,2ND,A,BSBA-FMGT,2ND,2015-2016
5624,ECO 002,MACRO ECONOMICS,3,2ND,A,BSBA-FMGT,2ND,2015-2016
5623,FMT 201,BANKING AND FINANCIAL INSTITUTIONS,3,2ND,A,BSBA-FMGT,2ND,2015-2016
5622,ENT 111,ENTREPRENURIALMANAGEMENT,3,2ND,A,BSBA-FMGT,2ND,2015-2016
5621,ACC 212,PRINCIPLES OF ACCOUNTING 2(PARTNERSHIP & CORPORATION),6,2ND,A,BSBA-FMGT,2ND,2015-2016
5620,PHI 001,FUNDAMENTALS OF LOGIC & ETHICS W/ VALUES EDUCATION,3,2ND,A,BSBA-FMGT,2ND,2015-2016
5619,MTH 224,STATISTICS(APPLIED IN BUSINESS),3,2ND,A,BSBA-FMGT,2ND,2015-2016
5618,ENG 004,BCTRW,3,2ND,A,BSBA-FMGT,2ND,2015-2016
5617,,,,,,,,
5616,NSTP 002,CIVIC WELFARE TRAINING SERVICE 2,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5615,PE 002,RHYTHMIC ACTIVITIES,2,1ST,C,BSBA-FMGT,2ND,2015-2016
5614,LIT 002,PHILIPPINE LITERATURE,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5613,COM 004,SPREADSHEET (EXCEL),3,1ST,C,BSBA-FMGT,2ND,2015-2016
5612,MAN 002,RIZAL'S LIFE WORKS AND WRITINGS,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5611,NSC 002,BIOLOGICAL SCIENCE,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5610,SSC 002,PGNC,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5609,MTH 111,COLLEGE ALGEBRA,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5608,FIL 002,PAGBASA AT PAGSULAT TUNGO SA IBA'T-IBANG DISIPLINA,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5607,ENG 002,WRITING DISCIPLINE,3,1ST,C,BSBA-FMGT,2ND,2015-2016
5606,,,,,,,,
5605,NSTP 002,CIVIC WELFARE TRAINING SERVICE 2,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5604,PE 002,RHYTHMIC ACTIVITIES,2,1ST,B,BSBA-FMGT,2ND,2015-2016
5603,LIT 002,PHILIPPINE LITERATURE,3,1ST,B,BSBA-FMGT,2ND,2015-2016
5602,COM 004,SPREADSHEET (EXCEL),3,1ST,B,BSBA-FMGT,2ND,2015-2016
